sku    ,item_title                                                              ,category_hierarchy                                                                                                                                                                                                                                                                   ,primary_image                                      ,primary_image_meta                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,sales_size ,sales_uom_description ,price_range                                                                                                                                                ,retail_price ,fun_tags                                                                                                                                                              ,item_characteristics                                          ,__typename
040501 ,Maple Pecan Clusters Cereal                                             ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 137, 'name': 'For the Pantry', '__typename': 'CategoryTree'}, {'id': 158, 'name': 'Cereals', '__typename': 'CategoryTree'}]"                          ,/content/dam/trjo/products/m20907/40501.png        ,"{'url': '/content/dam/trjo/products/m20907/40501.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20907/40501.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20907/40501.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20907/40501.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20907/40501.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20907/40501.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Maple Pecan Clusters"",""srcOriginal"":""/content/dam/trjo/products/m20907/40501.png""}', '__typename': 'ImageWithMeta'}"                                                                             ,     20.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.49 ,"['Alfresco Dining', 'Rise & Shine']"                                                                                                                                 ,['Kosher']                                                    ,SimpleProduct
056660 ,Spatchcocked Lemon Rosemary Chicken                                     ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 122, 'name': 'Meat, Seafood & Plant-based', '__typename': 'CategoryTree'}, {'id': 128, 'name': 'Chicken & Turkey', '__typename': 'CategoryTree'}]"    ,/content/dam/trjo/products/m20802/56660.png        ,"{'url': '/content/dam/trjo/products/m20802/56660.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20802/56660.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20802/56660.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20802/56660.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20802/56660.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20802/56660.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Spatchcocked Lemon Rosemary Chicken"",""srcOriginal"":""/content/dam/trjo/products/m20802/56660.png""}', '__typename': 'ImageWithMeta'}"                                                              ,      1.0  ,Lb                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 5.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        5.99 ,"['Effortless Entertaining', 'Family Style']"                                                                                                                         ,['Antibiotic Free']                                           ,SimpleProduct
063527 ,Spicy Uncured Charcuterie Collection                                    ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 122, 'name': 'Meat, Seafood & Plant-based', '__typename': 'CategoryTree'}, {'id': 125, 'name': 'Beef, Pork & Lamb', '__typename': 'CategoryTree'}]"   ,/content/dam/trjo/products/m20801/63527.png        ,"{'url': '/content/dam/trjo/products/m20801/63527.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20801/63527.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20801/63527.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20801/63527.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20801/63527.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20801/63527.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Spicy Uncured Charcuterie Selection"",""srcOriginal"":""/content/dam/trjo/products/m20801/63527.png""}', '__typename': 'ImageWithMeta'}"                                                              ,      9.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 8.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        8.99 ,"['Alfresco Dining', 'Picnic']"                                                                                                                                       ,                                                              ,SimpleProduct
057285 ,Les Petites Carrots of Many Colors                                      ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 119, 'name': 'Veggies', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20702/57285.png        ,"{'url': '/content/dam/trjo/products/m20702/57285.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20702/57285.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20702/57285.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/57285.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/57285.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20702/57285.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Les Petites Carrots of Many Colors"",""srcOriginal"":""/content/dam/trjo/products/m20702/57285.png""}', '__typename': 'ImageWithMeta'}"                                                               ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.29, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.49 ,"['Dinner Hack', 'Effortless Entertaining']"                                                                                                                          ,                                                              ,SimpleProduct
055283 ,Murasaki Sweet Potatoes                                                 ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 119, 'name': 'Veggies', '__typename': 'CategoryTree'}]"                  ,/content/dam/trjo/products/m20702/55283.png        ,"{'url': '/content/dam/trjo/products/m20702/55283.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20702/55283.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20702/55283.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/55283.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20702/55283.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20702/55283.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Murasaki Sweet Potatoes"",""srcOriginal"":""/content/dam/trjo/products/m20702/55283.png""}', '__typename': 'ImageWithMeta'}"                                                                          ,      3.0  ,Lb                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Alfresco Dining', 'Family Style']"                                                                                                                                 ,                                                              ,SimpleProduct
093872 ,Honeycrisp Apples                                                       ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 113, 'name': 'Fresh Fruits & Veggies', '__typename': 'CategoryTree'}, {'id': 116, 'name': 'Fruits', '__typename': 'CategoryTree'}]"                   ,/content/dam/trjo/products/m20701/93872.png        ,"{'url': '/content/dam/trjo/products/m20701/93872.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20701/93872.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20701/93872.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20701/93872.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20701/93872.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20701/93872.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Honeycrisp Apples"",""srcOriginal"":""/content/dam/trjo/products/m20701/93872.png""}', '__typename': 'ImageWithMeta'}"                                                                                ,      1.0  ,Each                  ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 1.29, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        1.29 ,"['Backpack Ready', 'Desk Drawer']"                                                                                                                                   ,                                                              ,SimpleProduct
044919 ,Italian Style Meatballs                                                 ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 101, 'name': 'Entrées & Sides', '__typename': 'CategoryTree'}]"                 ,/content/dam/trjo/products/m20602/44919.png        ,"{'url': '/content/dam/trjo/products/m20602/44919.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20602/44919.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20602/44919.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/44919.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/44919.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20602/44919.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Meatballs Italian Style"",""srcOriginal"":""/content/dam/trjo/products/m20602/44919.png""}', '__typename': 'ImageWithMeta'}"                                                                          ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,['Family Style']                                                                                                                                                      ,                                                              ,SimpleProduct
072426 ,Cheddar Cheese with Scotch Bonnet Chili Peppers                         ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 29, 'name': 'Cheese', '__typename': 'CategoryTree'}, {'id': 38, 'name': 'Wedges, Wheels, Loaves, Logs', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m20203/72426.png        ,"{'url': '/content/dam/trjo/products/m20203/72426.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20203/72426.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20203/72426.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20203/72426.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20203/72426.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20203/72426.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Cheddar Cheese with Scotch-Bonnet Chili Peppers"",""srcOriginal"":""/content/dam/trjo/products/m20203/72426.png""}', '__typename': 'ImageWithMeta'}"                                                  ,      1.0  ,Lb                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 9.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        9.99 ,['Cheese Board']                                                                                                                                                      ,                                                              ,SimpleProduct
070942 ,Vegan Cream Cheese Alternative                                          ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 29, 'name': 'Cheese', '__typename': 'CategoryTree'}, {'id': 41, 'name': 'Cream and Creamy Cheeses', '__typename': 'CategoryTree'}]"                   ,/content/dam/trjo/products/m20204/70942.png        ,"{'url': '/content/dam/trjo/products/m20204/70942.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20204/70942.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20204/70942.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20204/70942.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20204/70942.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20204/70942.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""srcOriginal"":""/content/dam/trjo/products/m20204/70942.png""}', '__typename': 'ImageWithMeta'}"                                                                                                              ,      8.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.99 ,"['Brunch All Day', 'Rise & Shine']"                                                                                                                                  ,"['Dairy Free', 'Vegan']"                                     ,SimpleProduct
069026 ,Crispy Peanut Butter Filled Milk Choc Peanuts                           ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 173, 'name': 'Candies & Cookies', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m21002/69026.png        ,"{'url': '/content/dam/trjo/products/m21002/69026.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21002/69026.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21002/69026.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/69026.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/69026.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21002/69026.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Trader Joe\'s Crispy Peanut Butter Filled Milk Chocolate Peanuts"",""srcOriginal"":""/content/dam/trjo/products/m21002/69026.png""}', '__typename': 'ImageWithMeta'}"                                 ,      4.94 ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.99 ,"['Desk Drawer', 'Stuff of Dreams', 'Treat Yourself']"                                                                                                                ,                                                              ,SimpleProduct
090987 ,Sublime Ice Cream Sandwiches                                            ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 107, 'name': 'Cool Desserts', '__typename': 'CategoryTree'}]"                   ,/content/dam/trjo/products/m20604/90987.png        ,"{'url': '/content/dam/trjo/products/m20604/90987.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20604/90987.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20604/90987.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20604/90987.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20604/90987.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20604/90987.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Sublime Ice Cream Sandwiches"",""srcOriginal"":""/content/dam/trjo/products/m20604/90987.png""}', '__typename': 'ImageWithMeta'}"                                                                     ,     20.0  ,Fl Oz                 ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Game Night', 'Heat Wave']"                                                                                                                                         ,['Kosher']                                                    ,SimpleProduct
066563 ,Mandarin Orange Chicken                                                 ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 95, 'name': 'From The Freezer', '__typename': 'CategoryTree'}, {'id': 101, 'name': 'Entrées & Sides', '__typename': 'CategoryTree'}]"                 ,/content/dam/trjo/products/m20602/66563.png        ,"{'url': '/content/dam/trjo/products/m20602/66563.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20602/66563.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20602/66563.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/66563.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20602/66563.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20602/66563.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Mandarin Orange Chicken"",""srcOriginal"":""/content/dam/trjo/products/m20602/66563.png""}', '__typename': 'ImageWithMeta'}"                                                                          ,     22.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Family Style', 'Yes!']"                                                                                                                                            ,                                                              ,SimpleProduct
094064 ,Dark Chocolate Peanut Butter Cups                                       ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 173, 'name': 'Candies & Cookies', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m21002/94064.png        ,"{'url': '/content/dam/trjo/products/m21002/94064.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21002/94064.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21002/94064.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/94064.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21002/94064.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21002/94064.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Dark Chocolate Peanut Butter Cups"",""srcOriginal"":""/content/dam/trjo/products/m21002/94064.png""}', '__typename': 'ImageWithMeta'}"                                                                ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 4.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        4.99 ,"['Midday Snacks', 'Stuff of Dreams']"                                                                                                                                ,                                                              ,SimpleProduct
092482 ,Organic Corn Chip Dippers                                               ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 170, 'name': 'Chips, Crackers & Crunchy Bites', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m21001/92482.png        ,"{'url': '/content/dam/trjo/products/m21001/92482.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21001/92482.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21001/92482.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/92482.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/92482.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21001/92482.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""srcOriginal"":""/content/dam/trjo/products/m21001/92482.png""}', '__typename': 'ImageWithMeta'}"                                                                                                              ,      9.75 ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.49 ,"['Backpack Ready', 'Midday Snacks', 'Picnic']"                                                                                                                       ,"['Gluten Free', 'Organic']"                                  ,SimpleProduct
000691 ,Peanut Butter Filled Pretzel Nuggets                                    ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 167, 'name': 'Snacks & Sweets', '__typename': 'CategoryTree'}, {'id': 170, 'name': 'Chips, Crackers & Crunchy Bites', '__typename': 'CategoryTree'}]" ,/content/dam/trjo/products/m21001/00691.png        ,"{'url': '/content/dam/trjo/products/m21001/00691.png', 'metadata': '{""src"":""/content/dam/trjo/products/m21001/00691.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m21001/00691.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/00691.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m21001/00691.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m21001/00691.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""srcOriginal"":""/content/dam/trjo/products/m21001/00691.png""}', '__typename': 'ImageWithMeta'}"                                                                                                              ,     16.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 2.49, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        2.49 ,"['Desk Drawer', 'Finger Food', 'Yes!']"                                                                                                                              ,['Kosher']                                                    ,SimpleProduct
096923 ,Unexpected Cheddar Cheese                                               ,"[{'id': 2, 'name': 'Products', '__typename': 'CategoryTree'}, {'id': 8, 'name': 'Food', '__typename': 'CategoryTree'}, {'id': 29, 'name': 'Cheese', '__typename': 'CategoryTree'}, {'id': 38, 'name': 'Wedges, Wheels, Loaves, Logs', '__typename': 'CategoryTree'}]"               ,/content/dam/trjo/products/m20203/96923.png        ,"{'url': '/content/dam/trjo/products/m20203/96923.png', 'metadata': '{""src"":""/content/dam/trjo/products/m20203/96923.png/jcr:content/renditions/cq5dam.web.1280.1280"",""srcSet"":[{""src"":""/content/dam/trjo/products/m20203/96923.png/jcr:content/renditions/webp-640.webp"",""media"":""(max-width: 847px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20203/96923.png/jcr:content/renditions/webp-1280.webp"",""media"":""(min-width: 848px)"",""type"":""image/webp""},{""src"":""/content/dam/trjo/products/m20203/96923.png/jcr:content/renditions/cq5dam.web.640.640"",""media"":""(max-width: 847px)"",""type"":""image/png""},{""src"":""/content/dam/trjo/products/m20203/96923.png/jcr:content/renditions/cq5dam.web.1280.1280"",""media"":""(min-width: 848px)"",""type"":""image/png""}],""alt"":""Unexpected Cheddar Cheese"",""srcOriginal"":""/content/dam/trjo/products/m20203/96923.png""}', '__typename': 'ImageWithMeta'}"                                                                        ,      7.0  ,Oz                    ,"{'minimum_price': {'final_price': {'currency': 'USD', 'value': 3.99, '__typename': 'Money'}, '__typename': 'ProductPrice'}, '__typename': 'PriceRange'}"  ,        3.99 ,['Unexpected']                                                                                                                                                        ,                                                              ,SimpleProduct
